frame,angle,count
0,164.780191063512,0
1,157.8126161458536,0
2,151.8300034974183,0
3,143.73832899598096,0
4,135.56866874469807,0
5,126.94626089083941,0
6,119.02750217457344,0
7,110.48934449759948,0
8,102.93316719913747,0
9,94.7507343276969,0
10,87.35034510105766,1
11,78.53151549986949,1
12,71.1499597989206,1
13,66.45499195720735,1
14,60.91197915818808,1
15,56.93548522876518,1
16,52.44007814259328,1
17,49.094590740545186,1
18,45.28275506814532,1
19,42.693969878593386,1
20,40.28229924124804,1
21,39.47118700743077,1
22,39.68126544900658,1
23,41.05268800192436,1
24,42.487748492783794,1
25,43.77087037966932,1
26,49.718119360590066,1
27,56.62233059830481,1
28,63.24347670810834,1
29,70.26859908266431,1
30,78.535373905473,1
31,85.5981173393643,1
32,97.5968789934826,1
33,106.04039773408822,1
34,115.69647641385308,1
35,124.21714315519279,1
36,135.63514542785413,1
37,147.16670825171605,1
38,156.13013307042118,1
39,165.30985952710847,1
40,169.13344507643257,1
41,174.42112446033295,1
42,175.92376212970117,1
43,176.95120499775916,1
44,177.37057963113955,1
45,177.6299218515177,1
46,178.73403741599068,1
47,178.15655957167334,1
48,177.98845899115065,1
49,177.61340667833588,1
50,177.25134452577814,1
51,177.07908045898947,1
52,176.8966521224937,1
53,176.6953622371477,1
54,176.55620154261635,1
55,173.98972379237833,1
56,168.71369375052433,1
57,162.42286787249253,1
58,154.39862446511032,1
59,146.2499781687442,1
60,138.90859220157296,1
61,128.08618085022562,1
62,118.61364829267177,1
63,112.02582953402575,1
64,104.49360333241769,1
65,95.22701300636861,1
66,88.28307473904214,2
67,80.89011673350319,2
68,72.01060251968714,2
69,66.83983579157666,2
70,62.026050616232105,2
71,59.08343501701793,2
72,53.85255517317247,2
73,49.42310181886968,2
74,46.36945250275393,2
75,43.2563370368435,2
76,41.72273380855338,2
77,40.616154349763065,2
78,40.33187329859591,2
79,40.8092177047336,2
80,41.788390404919234,2
81,43.568963649577555,2
82,45.38936953004253,2
83,51.9116855250147,2
84,58.505622400845844,2
85,64.68937860165943,2
86,72.61797911710292,2
87,79.54300268457,2
88,85.96654991566203,2
89,94.95445602668015,2
90,104.37428204268602,2
91,112.9227164182783,2
