frame,angle,count
0,140.60898492786706,0
1,140.06004975049183,0
2,138.35205831870272,0
3,136.83531953475224,0
4,134.4752416878971,0
5,131.4404245661408,0
6,129.3483742508441,0
7,126.90836439371681,0
8,123.33112523561007,0
9,121.4964150822882,0
10,118.14734616322797,0
11,115.3157386517611,0
12,113.60199250700403,0
13,111.87685724889593,0
14,108.19038814370587,0
15,104.9602002502423,0
16,101.6733386252816,0
17,98.62192592755913,1
18,96.92491938552494,1
19,95.61004322220171,1
20,91.17182800110518,1
21,87.9621341539897,1
22,85.04468594048895,1
23,82.24154933824512,1
24,80.1948803104076,1
25,78.38375324000455,1
26,77.03013949951486,1
27,75.87720622844355,1
28,74.5113162339487,1
29,73.17654593091605,1
30,71.45954920206466,1
31,69.02371823399221,1
32,67.24268024740732,1
33,67.75512052768305,1
34,66.92852688032147,1
35,66.74712105673864,1
36,66.73323895693244,1
37,66.6525169392206,1
38,66.51118570529466,1
39,64.362995614216,1
40,63.10581012012799,1
41,62.36656941020948,1
42,62.114573227514384,1
43,61.33874423276963,1
44,59.8733120134812,1
45,58.612870487944726,1
46,57.04053380381205,1
47,55.83161006784496,1
48,55.49295504848554,1
49,55.31581925021704,1
50,54.67819980323439,1
51,53.710343284205194,1
52,53.480114431101924,1
53,53.28595708611454,1
54,52.911489395523084,1
55,53.11140587732685,1
56,54.53118695448484,1
57,55.49279313462898,1
58,57.551513055418454,1
59,58.809870648895256,1
60,61.463344769747295,1
61,63.37540146650766,1
62,64.20473897412467,1
63,64.29395934268628,1
64,65.68950603936621,1
65,67.66222537849397,1
66,70.16032933542313,1
67,73.01566112530469,1
68,74.82697618788413,1
69,79.80876392039892,1
70,83.33597314916454,1
71,83.86505557392205,1
72,85.52238192059218,1
73,87.70493425481938,1
74,91.23871160542149,1
75,94.22594950290967,1
76,98.05645478903455,1
77,100.5495407427165,1
78,103.36400121705272,1
79,105.8861836526415,1
80,110.0569449779144,1
81,112.66831492552163,1
82,115.48117815643357,1
83,117.72373034567576,1
84,119.79153163496314,1
85,122.22012320519065,1
86,124.07781156005534,1
87,126.3651788688169,1
88,128.78591962865642,1
89,131.68484952139156,1
90,134.42341646586658,1
91,136.2062409681693,1
92,138.68195179190863,1
93,141.9319976910228,1
94,145.49166178222399,1
95,147.17432677588147,1
96,148.86323678560157,1
97,150.16163690919274,1
98,151.46131769659144,1
99,152.8797394299121,1
100,154.46079047745786,1
101,155.83633503949224,1
102,157.10332863572495,1
103,158.06036719596875,1
104,159.33855150833259,1
105,160.6269536676287,1
106,161.3028685456721,1
107,162.10801715370386,1
108,163.0728149210634,1
109,163.49495237369615,1
110,163.81070019392013,1
111,164.00512366781442,1
112,164.35194630252684,1
113,164.8557883606698,1
114,165.3262060642078,1
115,165.70540996191338,1
116,166.00326943367017,1
117,166.0354683831505,1
118,166.1552311813054,1
119,166.21782427392975,1
120,166.21134783626246,1
121,166.15213756251012,1
122,165.99939680862974,1
123,165.8594854749451,1
124,165.7483041130971,1
125,165.3284837184827,1
126,164.92022827469037,1
127,164.5190532633887,1
128,163.96800954176572,1
129,163.3696281858482,1
130,162.82316599805932,1
131,162.0535028904338,1
132,159.9807186809806,1
133,158.22812251431165,1
134,155.83728426132623,1
135,153.97568920347427,1
136,151.77578401997587,1
137,149.63104150989625,1
138,147.3791539053405,1
139,145.45643414371438,1
140,143.46456850168755,1
141,141.20516602140162,1
142,139.2744599514922,1
143,137.0162818260372,1
144,134.79992352394575,1
145,131.5755039686564,1
146,129.81141762609397,1
147,128.0201143366003,1
148,125.7309790880437,1
149,123.49766520743884,1
150,120.50445492758864,1
151,117.68114108586384,1
152,115.64794661447047,1
153,113.89076181046548,1
154,110.60585578163953,1
155,105.77869998016351,1
156,101.57463243441755,1
157,98.1244007775582,2
158,95.02179901073559,2
159,90.33558034962046,2
160,88.32095772918913,2
161,84.53045720349473,2
162,81.92705940267625,2
163,79.81667482513204,2
164,78.24793816519387,2
165,74.19032051893494,2
166,72.30801651986341,2
167,70.89976709912703,2
168,69.65255479992263,2
169,68.95700594029135,2
170,68.39498326809596,2
171,67.22613684868121,2
172,66.78655222812979,2
173,64.3934091934698,2
174,62.47736524772382,2
175,59.52191270731814,2
176,58.56332330825476,2
177,59.57984859334504,2
178,59.05786999658233,2
179,58.81770742973806,2
180,57.95881939240252,2
181,58.02962563939478,2
182,57.39622825850771,2
183,57.157915112773196,2
184,57.11564570603952,2
185,57.02808235493783,2
186,57.16757938985291,2
187,57.36649613977571,2
188,57.89854658047301,2
189,58.19720588994385,2
190,58.664316474544336,2
191,58.817298337755616,2
192,59.237154493856465,2
