frame,angle,count
0,167.55871795486573,0
1,164.780191063512,0
2,157.8126161458536,0
3,151.8300034974183,0
4,143.73832899598096,0
5,135.56866874469807,0
6,126.94626089083941,0
7,119.02750217457344,0
8,110.48934449759948,0
9,102.93316719913747,0
10,94.7507343276969,0
11,87.35034510105766,0
12,78.53151549986949,0
13,71.1499597989206,0
14,66.45499195720735,0
15,60.91197915818808,0
16,56.93548522876518,0
17,52.44007814259328,0
18,49.094590740545186,0
19,45.28275506814532,0
20,42.693969878593386,0
21,40.28229924124804,0
22,39.47118700743077,0
23,39.68126544900658,0
24,41.05268800192436,0
25,42.487748492783794,0
26,43.77087037966932,0
27,49.718119360590066,0
28,56.62233059830481,0
29,63.24347670810834,0
30,70.26859908266431,0
31,78.535373905473,0
32,85.5981173393643,0
33,97.5968789934826,0
34,106.04039773408822,0
35,115.69647641385308,0
36,124.21714315519279,0
37,135.63514542785413,0
38,147.16670825171605,0
39,156.13013307042118,0
40,165.30985952710847,1
41,169.13344507643257,1
42,174.42112446033295,1
43,175.92376212970117,1
44,176.95120499775916,1
45,177.37057963113955,1
46,177.6299218515177,1
47,178.73403741599068,1
48,178.15655957167334,1
49,177.98845899115065,1
50,177.61340667833588,1
51,177.25134452577814,1
52,177.07908045898947,1
53,176.8966521224937,1
54,176.6953622371477,1
55,176.55620154261635,1
56,173.98972379237833,1
57,168.71369375052433,1
58,162.42286787249253,1
59,154.39862446511032,1
60,146.2499781687442,1
61,138.90859220157296,1
62,128.08618085022562,1
63,118.61364829267177,1
64,112.02582953402575,1
65,104.49360333241769,1
66,95.22701300636861,1
67,88.28307473904214,1
68,80.89011673350319,1
69,72.01060251968714,1
70,66.83983579157666,1
71,62.026050616232105,1
72,59.08343501701793,1
73,53.85255517317247,1
74,49.42310181886968,1
75,46.36945250275393,1
76,43.2563370368435,1
77,41.72273380855338,1
78,40.616154349763065,1
79,40.33187329859591,1
80,40.8092177047336,1
81,41.788390404919234,1
82,43.568963649577555,1
83,45.38936953004253,1
84,51.9116855250147,1
85,58.505622400845844,1
86,64.68937860165943,1
87,72.61797911710292,1
88,79.54300268457,1
89,85.96654991566203,1
90,94.95445602668015,1
91,104.37428204268602,1
92,112.9227164182783,1
93,121.30264912934479,1
94,130.37158613908113,1
95,139.95080454674513,1
96,149.78978203427943,1
97,156.59215733703599,1
98,161.2050515608065,2
99,165.6670628869284,2
100,168.23464295579967,2
101,169.5650180806916,2
102,169.2409534524978,2
103,169.3193546689464,2
104,170.07815803487537,2
105,170.62582043383162,2
106,170.40759825708614,2
107,169.81388500745192,2
108,169.4258122165596,2
109,168.96607024515953,2
110,168.7065885191976,2
111,168.50621300857645,2
112,168.34492837664305,2
113,168.290277707923,2
114,167.5697205859639,2
115,165.22291861700364,2
116,160.45485277651233,2
117,153.1067747894287,2
118,145.3259449025505,2
119,137.15315153923316,2
120,128.75312584777603,2
121,120.68588725670725,2
122,113.6879084167246,2
123,106.37615583673667,2
124,98.65166879843763,2
125,91.15012987673359,2
126,84.57298388408476,2
127,77.17370328411911,2
128,70.30412529885453,2
129,64.58666201978065,2
130,61.48512083911041,2
131,57.61858570126206,2
132,52.63832934526701,2
133,48.732559321437314,2
134,44.79212614107008,2
135,43.25280319319101,2
136,41.615819096463454,2
137,41.005206418653046,2
138,40.909212948444214,2
139,40.96488641709371,2
140,42.7304460581815,2
141,44.70733607535976,2
142,46.12153641064157,2
143,52.55955508343982,2
144,59.228460705001964,2
145,66.08254901739919,2
146,73.65593326045563,2
147,82.61187671133993,2
148,88.30871781805925,2
149,95.9890074948426,2
150,103.68950458942682,2
151,114.13165247633505,2
152,120.21390969459276,2
153,130.0924455910849,2
154,139.04440005437104,2
155,147.78052294792764,2
156,154.86004425626524,2
157,160.05096247253215,3
158,163.22538983652643,3
159,166.9657104060915,3
160,168.65696494404298,3
161,169.53348164959408,3
162,171.15075378414764,3
163,172.41143685872424,3
164,173.05109930905573,3
165,173.18036859610896,3
166,172.26222416286024,3
167,171.48529699458808,3
168,170.78988275985046,3
169,170.18470807801236,3
170,170.08709109107818,3
171,169.88536263427562,3
172,169.73035114867653,3
173,169.72372820641942,3
174,169.53753272849258,3
175,168.22058809036878,3
176,165.1355936729665,3
177,162.26709402122376,3
178,159.9707081945307,3
179,156.02011682183758,3
180,152.99402051964844,3
181,148.18812479372113,3
182,142.2170112001824,3
183,134.85611454037004,3
184,127.75139962144726,3
185,119.62153263689902,3
186,112.87731024419892,3
187,104.93103353057376,3
188,97.97160174028987,3
189,90.60200157329903,3
190,83.37832200977265,3
191,75.4825983769978,3
192,69.73148495368883,3
193,64.08245218509924,3
194,60.196469085949204,3
195,56.941293687031965,3
196,52.052850093755126,3
197,48.50173767749878,3
198,45.51098524740951,3
199,44.95141538073658,3
200,44.0444076248754,3
201,44.33198006092337,3
202,46.215009531864936,3
203,48.913493033727356,3
204,52.265053028222795,3
205,58.5106333370921,3
206,63.870145447328056,3
207,71.20004054091241,3
208,79.78453990750779,3
209,87.11906008196097,3
210,96.41343008451915,3
211,103.78554636483501,3
212,112.80537676248116,3
213,119.58927490950161,3
214,128.63114977240238,3
215,138.5900200108335,3
216,147.31480502085395,3
217,154.20480837881627,3
218,161.8951146293873,4
219,165.892537397459,4
220,171.09970138445985,4
221,173.67523334623738,4
222,176.17693078403417,4
223,176.37120204628263,4
224,176.37036677644195,4
225,176.56640165308932,4
226,177.1482104988922,4
227,176.54020761254435,4
228,176.4452438256855,4
229,176.35085212346164,4
230,176.05494811582622,4
231,175.70618176852756,4
232,175.46616352801095,4
233,174.8610346270981,4
234,172.29568071654506,4
235,169.2542941528864,4
236,166.17175440083503,4
237,161.0937674185201,4
238,153.500533110615,4
239,148.8207517364439,4
240,143.0240229923231,4
241,135.3240350406251,4
242,128.52036284125202,4
243,121.53945170063501,4
244,113.07589457502964,4
245,104.74562553408234,4
246,98.70337784015366,4
247,91.7698968941479,4
248,84.0156358175481,4
249,78.3964701926467,4
250,71.08602138965333,4
251,65.80999943538335,4
252,61.22858781563161,4
253,56.84103039681536,4
254,53.520091419376826,4
255,48.824978723153734,4
256,46.57337933213805,4
257,43.41562332699222,4
258,41.514338317452186,4
259,41.139409188472335,4
260,41.44876584215316,4
261,41.860048311830724,4
262,44.73884164785333,4
263,47.57981270219656,4
264,53.87012830245042,4
265,61.02357317893598,4
266,67.59190314771307,4
267,77.01476838465206,4
268,83.2074721390257,4
269,92.84388277530232,4
270,101.91650015273491,4
271,111.44567663436669,4
272,119.93848747514465,4
273,129.22614591929693,4
274,139.29047980641587,4
275,149.72170350255945,4
276,156.7297166057167,4
277,162.74975194902552,5
278,167.62524964580743,5
279,171.44987589413526,5
280,175.2598047584742,5
281,176.04476189893094,5
282,176.74681118857535,5
283,176.28787504013263,5
284,176.69627768664486,5
285,176.2501506524082,5
286,175.44294394047506,5
287,175.07806625102796,5
288,174.83606981766724,5
289,175.46147675508897,5
290,175.75004389391162,5
291,175.12165332917678,5
292,174.42601111648722,5
293,172.46108233425605,5
294,168.6559026492053,5
295,162.1708519941155,5
296,154.94902296623252,5
297,148.45901933887032,5
298,139.1434080561828,5
299,130.47445370701888,5
300,120.74530122638791,5
301,111.35409036224024,5
302,105.74964975458329,5
303,98.04536372749494,5
304,91.64199874597342,5
305,82.4633383866592,5
306,75.26888147826223,5
307,68.0746242796513,5
308,63.64224835381207,5
309,60.401736105246925,5
310,56.43750139338081,5
311,51.78901448359314,5
312,47.61716857178764,5
313,45.87975748304864,5
314,44.425422899420624,5
315,43.99148193136642,5
316,46.50579634428552,5
317,49.720163538685995,5
318,52.87048104328051,5
319,59.12925798456491,5
320,64.59412471263983,5
321,73.12436010665256,5
322,80.14597159519653,5
323,86.69997108068337,5
324,97.11907385197364,5
325,106.87485851844752,5
326,116.16203192663414,5
327,124.44323329717818,5
328,135.12423843488713,5
329,145.70648461818539,5
330,154.57238759777965,5
331,162.23581630496096,6
332,166.6978607896523,6
333,169.43431029770255,6
334,170.24722501146417,6
335,171.22249909992456,6
336,171.29421676160368,6
337,172.3301450839314,6
